Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1582799475.329906,10016651,7,0
1,NewOrder,1582799475.330985,10026907,3,0
2,Payment,1582799475.330986,10004137,1,0
2,Payment,1582799475.332064,10003949,9,0
4,Delivery,1582799475.333145,10055561,2,0
1,NewOrder,1582799475.335307,10032954,1,0
1,NewOrder,1582799475.336417,10019983,0,0
1,NewOrder,1582799475.337499,10014374,9,0
1,NewOrder,1582799475.343988,10027244,5,0
1,NewOrder,1582799475.346149,10024468,7,0
1,NewOrder,1582799475.351582,10018061,8,0
3,OrderStatus,1582799475.352663,10000773,9,0
1,NewOrder,1582799475.353742,10014303,6,0
2,Payment,1582799475.354830,10001443,9,0
2,Payment,1582799475.356989,10002588,9,0
2,Payment,1582799475.356989,10008633,0,0
2,Payment,1582799475.358068,10004831,3,0
2,Payment,1582799475.359146,10004121,9,0
1,NewOrder,1582799475.363482,10012644,3,0
2,Payment,1582799475.364610,10003019,9,0
1,NewOrder,1582799475.366773,10020743,0,0
2,Payment,1582799475.368905,10002528,9,0
5,StockLevel,1582799475.369983,10005206,6,0
1,NewOrder,1582799475.369984,10017090,1,0
2,Payment,1582799475.371077,10005617,8,0
2,Payment,1582799475.372159,10006611,7,0
1,NewOrder,1582799475.373241,10029347,5,0
4,Delivery,1582799475.374326,10040078,9,0
1,NewOrder,1582799475.376492,10012293,6,0
2,Payment,1582799475.377574,10007316,3,0
2,Payment,1582799475.378657,10002442,8,0
4,Delivery,1582799475.379736,10076785,4,0
1,NewOrder,1582799475.380819,10016915,7,0
4,Delivery,1582799475.381902,10032806,8,0
1,NewOrder,1582799475.384061,10029194,3,0
2,Payment,1582799475.388385,10002764,1,0
5,StockLevel,1582799475.389466,10004019,0,0
2,Payment,1582799475.390550,10005785,2,0
2,Payment,1582799475.391634,10001509,6,0
2,Payment,1582799475.392717,10002335,1,0
2,Payment,1582799475.393815,10005052,6,0
2,Payment,1582799475.394898,10003061,0,0
1,NewOrder,1582799475.395980,10031934,1,0
2,Payment,1582799475.395980,10004730,2,0
2,Payment,1582799475.397085,10005584,7,0
1,NewOrder,1582799475.399250,10011785,0,0
1,NewOrder,1582799475.400329,10036918,6,0
1,NewOrder,1582799475.401413,10010309,2,0
1,NewOrder,1582799475.403587,10020809,5,0
1,NewOrder,1582799475.404666,10010552,7,0
1,NewOrder,1582799475.412254,10010852,0,0
1,NewOrder,1582799475.413335,10010577,2,0
2,Payment,1582799475.414416,10008649,3,0
1,NewOrder,1582799475.415500,10023291,9,0
1,NewOrder,1582799475.416580,10014328,8,0
3,OrderStatus,1582799475.417664,10000350,7,0
1,NewOrder,1582799475.418744,10022810,7,0
1,NewOrder,1582799475.423069,10034115,3,0
5,StockLevel,1582799475.424174,10004861,0,0
1,NewOrder,1582799475.425256,10016190,2,0
2,Payment,1582799475.426336,10005545,5,0
1,NewOrder,1582799475.428538,10023406,1,0
2,Payment,1582799475.429623,10003665,0,0
2,Payment,1582799475.431793,10005454,8,0
4,Delivery,1582799475.432833,10043774,5,0
5,StockLevel,1582799475.433911,10003514,0,0
2,Payment,1582799475.438236,10002747,8,0
1,NewOrder,1582799475.439318,10026290,6,0
1,NewOrder,1582799475.440406,10014127,0,0
4,Delivery,1582799475.441490,10056032,9,0
2,Payment,1582799475.442573,10002810,8,0
1,NewOrder,1582799475.443656,10011086,2,0
2,Payment,1582799475.444738,10001187,7,0
4,Delivery,1582799475.445871,10036895,8,0
1,NewOrder,1582799475.446951,10010052,7,0
4,Delivery,1582799475.452388,10054019,1,0
2,Payment,1582799475.455638,10002895,0,0
2,Payment,1582799475.456724,10002334,2,0
1,NewOrder,1582799475.457812,10036944,4,0
1,NewOrder,1582799475.458889,10013051,7,0
4,Delivery,1582799475.459968,10036241,3,0
2,Payment,1582799475.459968,10002772,0,0
1,NewOrder,1582799475.461050,10020291,2,0
1,NewOrder,1582799475.463217,10013351,0,0
2,Payment,1582799475.466460,10007979,6,0
1,NewOrder,1582799475.472965,10012423,7,0
2,Payment,1582799475.475127,10008740,6,0
1,NewOrder,1582799475.477300,10016951,0,0
1,NewOrder,1582799475.478386,10011437,5,0
2,Payment,1582799475.481629,10003788,2,0
1,NewOrder,1582799475.483788,10010255,8,0
1,NewOrder,1582799475.484848,10036432,6,0
1,NewOrder,1582799475.485931,10017854,7,0
2,Payment,1582799475.485933,10003956,2,0
2,Payment,1582799475.490257,10003826,5,0
2,Payment,1582799475.491351,10002813,2,0
3,OrderStatus,1582799475.494601,10001761,8,0
1,NewOrder,1582799475.495684,10029508,5,0
3,OrderStatus,1582799475.496771,9999639,2,0
4,Delivery,1582799475.497836,10075337,0,0
2,Payment,1582799475.498913,10000436,4,0
5,StockLevel,1582799475.499991,10002378,3,0
2,Payment,1582799475.499991,10000275,8,0
2,Payment,1582799475.501073,9999181,2,0
5,StockLevel,1582799475.502157,10006163,9,0
2,Payment,1582799475.503242,9999959,4,0
2,Payment,1582799475.504326,9999402,2,0
2,Payment,1582799475.505416,9998312,8,0
1,NewOrder,1582799475.506499,10016751,3,0
1,NewOrder,1582799475.507580,10011648,4,0
2,Payment,1582799475.508659,9999405,8,0
2,Payment,1582799475.509744,9998320,2,0
1,NewOrder,1582799475.510829,10009325,7,0
3,OrderStatus,1582799475.511907,9996815,1,0
1,NewOrder,1582799475.512986,10014670,8,0
2,Payment,1582799475.512987,9999971,2,0
1,NewOrder,1582799475.514075,10016900,9,0
1,NewOrder,1582799475.515157,10010035,1,0
2,Payment,1582799475.516235,10000747,2,0
2,Payment,1582799475.517318,10002951,2,0
2,Payment,1582799475.519484,10003817,4,0
2,Payment,1582799475.520569,10003580,7,0
2,Payment,1582799475.521657,10002092,2,0
2,Payment,1582799475.522740,10006752,6,0
1,NewOrder,1582799475.523829,10021027,3,0
1,NewOrder,1582799475.524906,10018234,4,0
1,NewOrder,1582799475.525985,10010054,2,0
1,NewOrder,1582799475.525985,10008352,7,0
2,Payment,1582799475.527066,10002933,5,0
2,Payment,1582799475.528151,10001086,1,0
1,NewOrder,1582799475.529235,10018602,8,0
1,NewOrder,1582799475.530313,10012639,1,0
2,Payment,1582799475.531395,10007345,6,0
1,NewOrder,1582799475.532476,10012298,5,0
1,NewOrder,1582799475.533558,10045060,9,0
2,Payment,1582799475.534641,10003993,7,0
1,NewOrder,1582799475.536817,10016715,2,0
1,NewOrder,1582799475.538993,10020716,7,0
4,Delivery,1582799475.540074,10075017,6,0
2,Payment,1582799475.543318,10003671,1,0
2,Payment,1582799475.544405,10007352,4,0
1,NewOrder,1582799475.545486,10021585,5,0
1,NewOrder,1582799475.546567,10012982,3,0
2,Payment,1582799475.547650,10004024,1,0
3,OrderStatus,1582799475.548729,10001471,8,0
1,NewOrder,1582799475.551977,10011536,8,0
2,Payment,1582799475.551978,10028966,1,0
1,NewOrder,1582799475.553059,10037945,4,0
1,NewOrder,1582799475.554141,10011712,2,0
1,NewOrder,1582799475.559552,10015087,3,0
1,NewOrder,1582799475.560635,10014003,7,0
1,NewOrder,1582799475.564964,10012080,8,0
5,StockLevel,1582799475.566042,10005645,2,0
1,NewOrder,1582799475.567122,10011885,5,0
1,NewOrder,1582799475.571446,10012820,2,0
2,Payment,1582799475.573609,10008662,0,0
2,Payment,1582799475.574691,10003907,3,0
2,Payment,1582799475.575773,10002416,7,0
1,NewOrder,1582799475.577906,10019682,8,0
2,Payment,1582799475.578987,10003714,7,0
1,NewOrder,1582799475.580070,10012603,3,0
1,NewOrder,1582799475.581149,10040941,9,0
1,NewOrder,1582799475.582228,10020335,5,0
1,NewOrder,1582799475.583310,10024188,1,0
2,Payment,1582799475.584394,10006475,0,0
1,NewOrder,1582799475.585486,10011706,7,0
2,Payment,1582799475.586566,10001478,2,0
1,NewOrder,1582799475.589815,10019023,2,0
2,Payment,1582799475.591977,10008179,0,0
2,Payment,1582799475.591978,10010585,4,0
2,Payment,1582799475.593060,10003255,3,0
2,Payment,1582799475.596315,10005369,3,0
1,NewOrder,1582799475.597409,10015754,7,0
2,Payment,1582799475.598492,10003556,8,0
1,NewOrder,1582799475.600661,10041574,0,0
1,NewOrder,1582799475.602828,10013749,3,0
2,Payment,1582799475.603928,10002065,8,0
5,StockLevel,1582799475.603931,10004725,5,0
1,NewOrder,1582799475.605013,10018153,4,0
1,NewOrder,1582799475.606091,10009456,8,0
2,Payment,1582799475.607196,10005144,1,0
2,Payment,1582799475.609374,10003735,5,0
1,NewOrder,1582799475.610454,10010179,2,0
2,Payment,1582799475.612616,10003746,1,0
1,NewOrder,1582799475.613699,10020927,5,0
2,Payment,1582799475.614780,10002869,7,0
2,Payment,1582799475.616912,10007926,6,0
2,Payment,1582799475.618012,10002127,8,0
1,NewOrder,1582799475.618013,10012254,1,0
2,Payment,1582799475.619093,10001574,3,0
1,NewOrder,1582799475.620176,10009179,7,0
1,NewOrder,1582799475.621258,10022414,8,0
2,Payment,1582799475.622340,10002841,2,0
1,NewOrder,1582799475.623423,10011064,3,0
2,Payment,1582799475.624544,10007179,9,0
2,Payment,1582799475.625632,10007017,4,0
3,OrderStatus,1582799475.626713,10003149,6,0
2,Payment,1582799475.627796,10001587,2,0
1,NewOrder,1582799475.629963,10015423,7,0
2,Payment,1582799475.631045,10002161,2,0
1,NewOrder,1582799475.632138,10038809,6,0
1,NewOrder,1582799475.633219,10006712,1,0
3,OrderStatus,1582799475.634303,10002881,9,0
5,StockLevel,1582799475.635385,10007566,4,0
2,Payment,1582799475.636469,10000235,2,0
2,Payment,1582799475.637552,10000803,3,0
1,NewOrder,1582799475.638633,10018822,5,0
2,Payment,1582799475.639716,10001158,2,0
2,Payment,1582799475.640812,10004772,9,0
2,Payment,1582799475.641895,10000286,3,0
2,Payment,1582799475.642975,10000950,1,0
2,Payment,1582799475.642975,10001682,2,0
2,Payment,1582799475.644057,10002291,3,0
2,Payment,1582799475.645137,10006716,0,0
1,NewOrder,1582799475.646221,10042071,4,0
3,OrderStatus,1582799475.647306,9998712,8,0
2,Payment,1582799475.648386,9999854,1,0
1,NewOrder,1582799475.649473,10004753,2,0
1,NewOrder,1582799475.650557,10004744,7,0
1,NewOrder,1582799475.651681,10036839,9,0
1,NewOrder,1582799475.652767,10014487,8,0
5,StockLevel,1582799475.653826,9998434,3,0
5,StockLevel,1582799475.654905,9998341,1,0
1,NewOrder,1582799475.656006,10041851,0,0
1,NewOrder,1582799475.656007,10017252,3,0
1,NewOrder,1582799475.657086,10007567,1,0
3,OrderStatus,1582799475.658167,9998006,2,0
1,NewOrder,1582799475.659248,10009365,7,0
1,NewOrder,1582799475.660338,10016300,2,0
3,OrderStatus,1582799475.661425,9998617,5,0
2,Payment,1582799475.662509,10001982,5,0
3,OrderStatus,1582799475.665752,10001080,5,0
1,NewOrder,1582799475.666834,10017609,1,0
1,NewOrder,1582799475.667924,10015429,5,0
2,Payment,1582799475.669006,10002552,8,0
2,Payment,1582799475.669007,10003703,7,0
2,Payment,1582799475.671180,10007469,6,0
2,Payment,1582799475.672261,10003416,8,0
2,Payment,1582799475.673343,10003276,7,0
5,StockLevel,1582799475.674427,10003508,3,0
2,Payment,1582799475.675513,10007856,8,0
1,NewOrder,1582799475.676599,10016613,7,0
2,Payment,1582799475.677681,10003224,2,0
1,NewOrder,1582799475.678758,10010374,3,0
2,Payment,1582799475.679829,10005637,6,0
1,NewOrder,1582799475.681996,10009579,2,0
1,NewOrder,1582799475.683075,10012441,5,0
2,Payment,1582799475.684155,10008756,8,0
1,NewOrder,1582799475.685237,10016841,1,0
2,Payment,1582799475.686317,10003347,6,0
1,NewOrder,1582799475.688526,10028887,4,0
2,Payment,1582799475.689608,10007686,9,0
1,NewOrder,1582799475.690691,10013769,3,0
2,Payment,1582799475.691773,10001778,6,0
2,Payment,1582799475.692828,10002677,2,0
2,Payment,1582799475.693908,10006162,8,0
1,NewOrder,1582799475.694989,10015650,7,0
2,Payment,1582799475.694989,10002542,6,0
2,Payment,1582799475.696068,10007240,2,0
2,Payment,1582799475.697151,10006640,5,0
2,Payment,1582799475.698230,10003848,9,0
3,OrderStatus,1582799475.699311,10000355,6,0
5,StockLevel,1582799475.700390,10006825,0,0
2,Payment,1582799475.701476,10001765,6,0
1,NewOrder,1582799475.702560,10019442,8,0
2,Payment,1582799475.703641,10002992,1,0
2,Payment,1582799475.704724,10004169,9,0
1,NewOrder,1582799475.705816,10012636,6,0
2,Payment,1582799475.706899,10005592,2,0
2,Payment,1582799475.707977,10000323,5,0
1,NewOrder,1582799475.707977,10010788,3,0
2,Payment,1582799475.709060,10001796,1,0
2,Payment,1582799475.710142,10005882,0,0
1,NewOrder,1582799475.711221,10019958,5,0
3,OrderStatus,1582799475.712302,10001816,9,0
1,NewOrder,1582799475.713380,10012534,7,0
5,StockLevel,1582799475.714460,10001124,1,0
2,Payment,1582799475.715540,10006861,2,0
1,NewOrder,1582799475.716616,10012625,9,0
1,NewOrder,1582799475.717697,10008982,1,0
2,Payment,1582799475.718780,10006660,0,0
1,NewOrder,1582799475.719830,10015478,4,0
1,NewOrder,1582799475.720905,10020511,6,0
1,NewOrder,1582799475.721986,10009970,3,0
1,NewOrder,1582799475.721986,10023448,8,0
2,Payment,1582799475.723065,10008903,2,0
4,Delivery,1582799475.725232,10071758,0,0
2,Payment,1582799475.726318,10003369,7,0
1,NewOrder,1582799475.727398,10018690,1,0
1,NewOrder,1582799475.729561,10023250,9,0
1,NewOrder,1582799475.730645,10015518,7,0
1,NewOrder,1582799475.732821,10023593,5,0
1,NewOrder,1582799475.733899,10009110,3,0
1,NewOrder,1582799475.734993,10026662,2,0
4,Delivery,1582799475.734993,10059935,4,0
2,Payment,1582799475.741488,10003494,6,0
2,Payment,1582799475.744737,10001973,3,0
2,Payment,1582799475.745833,10003609,6,0
2,Payment,1582799475.746917,10008324,8,0
2,Payment,1582799475.747998,10002361,1,0
1,NewOrder,1582799475.747998,10012975,7,0
1,NewOrder,1582799475.749088,10011252,3,0
3,OrderStatus,1582799475.750179,10001577,6,0
2,Payment,1582799475.751265,10003687,1,0
1,NewOrder,1582799475.752350,10019462,6,0
1,NewOrder,1582799475.753430,10032702,9,0
1,NewOrder,1582799475.755595,10017232,1,0
2,Payment,1582799475.756678,10002573,8,0
1,NewOrder,1582799475.757762,10021906,5,0
2,Payment,1582799475.760987,10002935,8,0
2,Payment,1582799475.760987,10003724,3,0
1,NewOrder,1582799475.762067,10012554,7,0
2,Payment,1582799475.763152,10008031,2,0
1,NewOrder,1582799475.764239,10017505,8,0
2,Payment,1582799475.765323,10003595,3,0
2,Payment,1582799475.769660,10003200,3,0
1,NewOrder,1582799475.771831,10032812,2,0
2,Payment,1582799475.772911,10003357,6,0
2,Payment,1582799475.773991,10002836,1,0
1,NewOrder,1582799475.773991,10011023,3,0
1,NewOrder,1582799475.775070,10015811,7,0
2,Payment,1582799475.776153,10004389,6,0
2,Payment,1582799475.777236,10003467,1,0
2,Payment,1582799475.779396,10005003,5,0
5,StockLevel,1582799475.780481,10006121,6,0
2,Payment,1582799475.781561,10002764,1,0
4,Delivery,1582799475.782644,10032189,8,0
2,Payment,1582799475.785894,10002399,1,0
1,NewOrder,1582799475.786978,10027986,5,0
2,Payment,1582799475.786979,10002499,3,0
1,NewOrder,1582799475.788060,10041236,9,0
1,NewOrder,1582799475.789145,10017353,6,0
3,OrderStatus,1582799475.790223,10000283,1,0
1,NewOrder,1582799475.791307,10017191,3,0
2,Payment,1582799475.792390,10002221,1,0
1,NewOrder,1582799475.793472,10017102,7,0
1,NewOrder,1582799475.794550,10016193,1,0
1,NewOrder,1582799475.795630,10023374,4,0
1,NewOrder,1582799475.797824,10044903,0,0
2,Payment,1582799475.805405,10007974,2,0
5,StockLevel,1582799475.806485,10005996,6,0
2,Payment,1582799475.808649,10003447,3,0
1,NewOrder,1582799475.810820,10013266,7,0
1,NewOrder,1582799475.811901,10011306,1,0
1,NewOrder,1582799475.812981,10016304,3,0
2,Payment,1582799475.812981,10003860,6,0
3,OrderStatus,1582799475.814062,10003644,2,0
1,NewOrder,1582799475.815140,10019338,8,0
2,Payment,1582799475.816220,10007595,5,0
2,Payment,1582799475.817303,10003939,6,0
1,NewOrder,1582799475.818382,10031872,2,0
2,Payment,1582799475.820539,10008968,4,0
1,NewOrder,1582799475.822729,10019563,6,0
2,Payment,1582799475.823818,10003654,1,0
1,NewOrder,1582799475.824929,10015412,5,0
1,NewOrder,1582799475.824931,10022474,7,0
2,Payment,1582799475.827109,10004522,1,0
1,NewOrder,1582799475.829266,10008434,3,0
2,Payment,1582799475.830349,10008586,9,0
1,NewOrder,1582799475.831430,10029123,4,0
2,Payment,1582799475.832510,10003359,1,0
1,NewOrder,1582799475.835757,10011223,8,0
2,Payment,1582799475.836828,10003112,1,0
2,Payment,1582799475.838993,10002503,3,0
2,Payment,1582799475.838993,10008691,9,0
3,OrderStatus,1582799475.840074,10001984,1,0
2,Payment,1582799475.841151,10003364,5,0
2,Payment,1582799475.842234,10004783,3,0
1,NewOrder,1582799475.843314,10013375,1,0
1,NewOrder,1582799475.844439,10023108,6,0
2,Payment,1582799475.845525,10005995,0,0
1,NewOrder,1582799475.846608,10008047,5,0
1,NewOrder,1582799475.847687,10014199,8,0
1,NewOrder,1582799475.848771,10028811,3,0
2,Payment,1582799475.849834,10004724,7,0
3,OrderStatus,1582799475.850914,10001541,9,0
1,NewOrder,1582799475.852027,10015917,2,0
2,Payment,1582799475.852028,10008047,0,0
2,Payment,1582799475.853151,10007933,9,0
2,Payment,1582799475.854234,10006807,7,0
1,NewOrder,1582799475.855322,10010565,5,0
3,OrderStatus,1582799475.856404,10002317,1,0
2,Payment,1582799475.859650,10002946,1,0
2,Payment,1582799475.860733,10008824,0,0
2,Payment,1582799475.861817,10007383,4,0
2,Payment,1582799475.862895,10004524,7,0
2,Payment,1582799475.863972,10005777,9,0
4,Delivery,1582799475.863973,10033400,8,0
1,NewOrder,1582799475.865094,10007746,1,0
1,NewOrder,1582799475.866175,10011449,5,0
1,NewOrder,1582799475.867257,10026275,7,0
3,OrderStatus,1582799475.868349,10003582,6,0
2,Payment,1582799475.869433,10002656,2,0
1,NewOrder,1582799475.870521,10036168,4,0
2,Payment,1582799475.871602,10007889,0,0
1,NewOrder,1582799475.872687,10019207,9,0
1,NewOrder,1582799475.873769,10046802,6,0
1,NewOrder,1582799475.874829,10006025,2,0
2,Payment,1582799475.875911,10000967,1,0
2,Payment,1582799475.876989,10004092,1,0
1,NewOrder,1582799475.878065,10022082,3,0
2,Payment,1582799475.879147,10003027,5,0
1,NewOrder,1582799475.880228,10041519,0,0
2,Payment,1582799475.881313,10003451,2,0
2,Payment,1582799475.882397,10003009,1,0
1,NewOrder,1582799475.883504,10012972,5,0
2,Payment,1582799475.885674,10003743,2,0
2,Payment,1582799475.886757,10002782,1,0
1,NewOrder,1582799475.889986,10011183,2,0
1,NewOrder,1582799475.889986,10010400,1,0
4,Delivery,1582799475.892150,10063869,9,0
3,OrderStatus,1582799475.893232,10002610,7,0
1,NewOrder,1582799475.895402,10010279,7,0
4,Delivery,1582799475.897568,10062742,5,0
2,Payment,1582799475.898654,10002557,8,0
1,NewOrder,1582799475.900848,10010910,3,0
1,NewOrder,1582799475.901927,10017398,1,0
1,NewOrder,1582799475.901928,10012598,2,0
1,NewOrder,1582799475.903049,10008356,8,0
1,NewOrder,1582799475.905243,10020084,7,0
2,Payment,1582799475.906349,10009109,4,0
1,NewOrder,1582799475.912889,10017629,8,0
1,NewOrder,1582799475.913974,10014676,3,0
2,Payment,1582799475.915054,10003052,2,0
2,Payment,1582799475.916136,10008225,4,0
3,OrderStatus,1582799475.917218,10002884,2,0
2,Payment,1582799475.919385,10003867,1,0
3,OrderStatus,1582799475.920465,10001718,2,0
1,NewOrder,1582799475.921550,10036117,6,0
3,OrderStatus,1582799475.922631,10004563,0,0
1,NewOrder,1582799475.923716,10015292,2,0
1,NewOrder,1582799475.924810,10010639,1,0
1,NewOrder,1582799475.925890,10033037,4,0
1,NewOrder,1582799475.926990,10017115,7,0
2,Payment,1582799475.928071,10007263,0,0
2,Payment,1582799475.929152,10004966,3,0
2,Payment,1582799475.931324,10003072,8,0
2,Payment,1582799475.934575,10003840,3,0
2,Payment,1582799475.935658,10002518,8,0
5,StockLevel,1582799475.936741,10008328,0,0
2,Payment,1582799475.937827,10001214,1,0
1,NewOrder,1582799475.938915,10020071,8,0
2,Payment,1582799475.939997,10002677,3,0
2,Payment,1582799475.939998,10002686,2,0
1,NewOrder,1582799475.941078,10014664,1,0
1,NewOrder,1582799475.943244,10012591,3,0
5,StockLevel,1582799475.944328,10003052,2,0
3,OrderStatus,1582799475.945425,10000951,7,0
2,Payment,1582799475.946507,10007080,0,0
3,OrderStatus,1582799475.947588,10002762,7,0
1,NewOrder,1582799475.948690,10013204,2,0
1,NewOrder,1582799475.950831,10029744,7,0
2,Payment,1582799475.954073,10008353,0,0
2,Payment,1582799475.956239,10003167,1,0
4,Delivery,1582799475.957326,10058391,3,0
2,Payment,1582799475.958406,10001481,9,0
1,NewOrder,1582799475.959495,10025538,6,0
1,NewOrder,1582799475.960577,10045036,4,0
2,Payment,1582799475.961664,10001123,8,0
2,Payment,1582799475.962748,10000459,1,0
5,StockLevel,1582799475.963831,10002209,9,0
1,NewOrder,1582799475.964910,10034161,5,0
1,NewOrder,1582799475.965991,10015465,2,0
2,Payment,1582799475.965991,10006050,0,0
1,NewOrder,1582799475.967069,10014834,8,0
2,Payment,1582799475.968151,9999021,1,0
2,Payment,1582799475.969238,10001353,9,0
2,Payment,1582799475.970321,10001120,1,0
1,NewOrder,1582799475.971403,10013570,9,0
2,Payment,1582799475.972499,10003392,1,0
1,NewOrder,1582799475.973582,10033243,0,0
2,Payment,1582799475.976827,10002657,1,0
1,NewOrder,1582799475.980114,10014903,1,0
2,Payment,1582799475.981195,10003545,7,0
2,Payment,1582799475.982457,10003119,2,0
1,NewOrder,1582799475.983538,10014874,8,0
1,NewOrder,1582799475.985706,10016399,7,0
1,NewOrder,1582799475.986791,10011951,9,0
2,Payment,1582799475.987835,10007200,6,0
2,Payment,1582799475.988915,10000834,2,0
2,Payment,1582799475.990003,10003875,2,0
1,NewOrder,1582799475.994783,10012604,2,0
2,Payment,1582799475.995832,10002295,1,0
5,StockLevel,1582799475.996912,10007922,6,0
2,Payment,1582799475.997989,10003662,1,0
2,Payment,1582799475.999066,10002989,8,0
2,Payment,1582799476.000145,10002510,9,0
1,NewOrder,1582799476.001224,10032992,5,0
1,NewOrder,1582799476.002343,10011600,1,0
1,NewOrder,1582799476.003439,10016293,8,0
1,NewOrder,1582799476.004525,10013184,7,0
2,Payment,1582799476.005612,10000784,9,0
1,NewOrder,1582799476.006697,10031095,6,0
1,NewOrder,1582799476.007807,10026956,4,0
1,NewOrder,1582799476.008885,10012455,9,0
2,Payment,1582799476.009968,10006883,0,0
1,NewOrder,1582799476.009968,10015467,2,0
2,Payment,1582799476.014304,10003528,1,0
1,NewOrder,1582799476.016468,10024741,3,0
2,Payment,1582799476.017552,10007909,0,0
1,NewOrder,1582799476.018634,10019175,7,0
2,Payment,1582799476.019721,10001876,1,0
5,StockLevel,1582799476.020812,10006057,8,0
1,NewOrder,1582799476.023004,10008311,9,0
1,NewOrder,1582799476.023004,10012258,1,0
2,Payment,1582799476.025167,10004493,2,0
2,Payment,1582799476.026250,10009142,0,0
2,Payment,1582799476.027338,10003900,8,0
2,Payment,1582799476.029513,10003415,2,0
5,StockLevel,1582799476.032750,10003837,8,0
2,Payment,1582799476.033831,10000465,9,0
1,NewOrder,1582799476.034910,10012565,2,0
3,OrderStatus,1582799476.035985,10002246,5,0
2,Payment,1582799476.035985,10002304,9,0
1,NewOrder,1582799476.037087,10024415,4,0
1,NewOrder,1582799476.038166,10008147,1,0
2,Payment,1582799476.039248,10003769,0,0
2,Payment,1582799476.040332,10000582,8,0
1,NewOrder,1582799476.041413,10032114,6,0
2,Payment,1582799476.042496,10004217,7,0
1,NewOrder,1582799476.043597,10014803,5,0
2,Payment,1582799476.044677,9997941,9,0
3,OrderStatus,1582799476.045764,9997418,8,0
5,StockLevel,1582799476.046838,9999414,3,0
1,NewOrder,1582799476.047919,10019538,9,0
1,NewOrder,1582799476.048999,10033813,0,0
1,NewOrder,1582799476.049000,10006143,8,0
1,NewOrder,1582799476.050079,10008495,3,0
2,Payment,1582799476.051164,9999259,1,0
2,Payment,1582799476.052247,10001070,7,0
1,NewOrder,1582799476.053359,10014873,2,0
2,Payment,1582799476.054443,10000204,1,0
1,NewOrder,1582799476.055532,10018145,7,0
2,Payment,1582799476.056618,10001904,1,0
1,NewOrder,1582799476.057765,10016796,8,0
1,NewOrder,1582799476.059914,10020662,5,0
1,NewOrder,1582799476.061004,10018263,1,0
1,NewOrder,1582799476.061005,10021034,3,0
2,Payment,1582799476.062087,10009870,4,0
3,OrderStatus,1582799476.067489,10002226,9,0
1,NewOrder,1582799476.068584,10018157,2,0
5,StockLevel,1582799476.070752,10004754,9,0
2,Payment,1582799476.072967,10007633,4,0
2,Payment,1582799476.074049,10007351,6,0
1,NewOrder,1582799476.075131,10036758,7,0
3,OrderStatus,1582799476.076214,10000582,8,0
2,Payment,1582799476.077300,10001872,9,0
2,Payment,1582799476.078383,10002064,8,0
2,Payment,1582799476.079471,10003680,9,0
1,NewOrder,1582799476.080558,10019796,1,0
2,Payment,1582799476.081644,10002638,8,0
5,StockLevel,1582799476.082726,10004829,5,0
2,Payment,1582799476.083818,10005561,4,0
1,NewOrder,1582799476.084898,10018255,6,0
1,NewOrder,1582799476.085976,10011350,3,0
1,NewOrder,1582799476.085976,10029389,0,0
4,Delivery,1582799476.087061,10033530,9,0
2,Payment,1582799476.088144,9999934,8,0
4,Delivery,1582799476.089230,10032971,2,0
3,OrderStatus,1582799476.090313,9999962,5,0
2,Payment,1582799476.091397,10001520,8,0
1,NewOrder,1582799476.092529,10031359,4,0
1,NewOrder,1582799476.093610,10011488,5,0
2,Payment,1582799476.094710,10002596,8,0
1,NewOrder,1582799476.097952,10013936,8,0
1,NewOrder,1582799476.099062,10018969,3,0
2,Payment,1582799476.100144,10004439,1,0
1,NewOrder,1582799476.103389,10035900,6,0
2,Payment,1582799476.104473,10004227,1,0
1,NewOrder,1582799476.105553,10023648,5,0
2,Payment,1582799476.109886,10002936,1,0
2,Payment,1582799476.112076,10004387,8,0
2,Payment,1582799476.113192,10008537,7,0
1,NewOrder,1582799476.114276,10008737,1,0
2,Payment,1582799476.115358,10009682,0,0
2,Payment,1582799476.116473,10004118,8,0
1,NewOrder,1582799476.119736,10017839,3,0
2,Payment,1582799476.121900,10002781,8,0
1,NewOrder,1582799476.122982,10019159,9,0
1,NewOrder,1582799476.122982,10038928,7,0
2,Payment,1582799476.124120,10001917,2,0
1,NewOrder,1582799476.125200,10026538,1,0
1,NewOrder,1582799476.126279,10039628,4,0
1,NewOrder,1582799476.127364,10008119,8,0
2,Payment,1582799476.128467,10005726,0,0
2,Payment,1582799476.129547,10000466,2,0
1,NewOrder,1582799476.130627,10025318,5,0
1,NewOrder,1582799476.131707,10008602,2,0
1,NewOrder,1582799476.135989,10027128,0,0
2,Payment,1582799476.135990,10003125,8,0
1,NewOrder,1582799476.138164,10039826,3,0
1,NewOrder,1582799476.139247,10019704,8,0
1,NewOrder,1582799476.140333,10019363,6,0
1,NewOrder,1582799476.141413,10034934,2,0
1,NewOrder,1582799476.142496,10039071,9,0
1,NewOrder,1582799476.152240,10023630,1,0
1,NewOrder,1582799476.156567,10010359,5,0
1,NewOrder,1582799476.159827,10025418,8,0
2,Payment,1582799476.160908,10003351,6,0
1,NewOrder,1582799476.161990,10029790,7,0
1,NewOrder,1582799476.163073,10024370,0,0
